"no-account";"executable";"ilo";"motivation";"background";"illustrated";"pedagogical";"original";"easteregg";"language";"alcohol";"quality"
1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0
0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0
0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0
0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1
1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0
0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1
0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1
0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1
1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1
1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1
1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1
0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0
0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1
0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1
1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1
0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1
1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1
0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1
1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0
1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0
0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1
1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0
1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0
0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0
1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0
1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1
1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0
0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0
0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0
0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0
0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0
1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0
0 ; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1
0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0
0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1
1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0
1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1
0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1
0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1
0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1
1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0
